dataset,model,dimension,real,pred
letter_2,KNN,accuracy,0.06737938428824622,0.6903346955369927
letter_3,KNN,accuracy,0.0782831087928445,0.7455867464810205
letter_4,KNN,accuracy,0.23839422827676784,0.8541076926834219
letter_0,RandomForest,completeness,0.46828375835012664,0.9197860087496724
letter_1,RandomForest,completeness,0.5727491484677171,0.9287652634833413
letter_2,RandomForest,completeness,0.6753518360409986,0.9121962317957646
letter_3,RandomForest,completeness,0.7524691136741665,0.9112002399408555
letter_4,RandomForest,completeness,0.8946177308839361,0.9260078297125334
letter_0,RandomForest,accuracy,0.27331381798513404,0.8537761331593174
letter_1,RandomForest,accuracy,0.37291745115628605,0.8537761331593173
letter_2,RandomForest,accuracy,0.5137888164958646,0.878046298284353
letter_3,RandomForest,accuracy,0.6446638309628179,0.9280806290792334
letter_4,RandomForest,accuracy,0.8414397936519871,0.9642475521584751
letter_0,AdaBoost,completeness,0.917880353894341,0.9220150474885099
letter_1,AdaBoost,completeness,1.2015446006050603,0.937115349851367
letter_2,AdaBoost,completeness,0.8690510508389995,0.9258693038408278
letter_3,AdaBoost,completeness,0.7363282350207908,0.9609831382820311
letter_4,AdaBoost,completeness,1.0109534079297215,0.972358920538384
letter_0,AdaBoost,accuracy,0.9339952121355627,0.8806163774031223
letter_1,AdaBoost,accuracy,1.1442235317093745,0.8806163774031223
letter_2,AdaBoost,accuracy,1.5507397785695054,0.8535262634356623
letter_3,AdaBoost,accuracy,1.905202614816826,0.862967607547435
letter_4,AdaBoost,accuracy,1.2650149306742862,0.9504770711229151
letter_0,SVC,completeness,0.4050090128792523,0.8363369276390864
letter_1,SVC,completeness,0.5397256696249706,0.6806875332799364
letter_2,SVC,completeness,0.6364799691958555,0.7669206031478147
letter_3,SVC,completeness,0.7200370558901186,0.7720449907864396
letter_4,SVC,completeness,0.8617103063498526,0.8260785576376212
letter_0,SVC,accuracy,0.05267596574409348,0.5780670035111711
letter_1,SVC,accuracy,0.07472322218998304,0.5780670035111714
letter_2,SVC,accuracy,0.10873290290448401,0.4792998913556881
letter_3,SVC,accuracy,0.14410586028679762,0.517596585234181
letter_4,SVC,accuracy,0.3520562044120917,0.6843690006881948
mushrooms_0,DecisionTree,completeness,0.9356286857948334,0.8547961838587775
mushrooms_1,DecisionTree,completeness,0.9674022770142986,0.8524597120665393
mushrooms_2,DecisionTree,completeness,0.9743135776512519,0.8857407171531885
mushrooms_3,DecisionTree,completeness,0.9867403427448682,0.9117359448170024
mushrooms_4,DecisionTree,completeness,0.9919887999945655,0.894271955402017
mushrooms_0,DecisionTree,accuracy,0.9510880919814455,0.7887851504198966
mushrooms_1,DecisionTree,accuracy,0.964638791442874,0.7943751438999131
mushrooms_2,DecisionTree,accuracy,0.9690512124349491,0.8441763944978175
mushrooms_3,DecisionTree,accuracy,0.9812150282258688,0.8427288569207336
mushrooms_4,DecisionTree,accuracy,0.9922646446270212,0.8796582391056625
mushrooms_0,LogisticRegression,completeness,0.952200374109006,0.8557214007813226
mushrooms_1,LogisticRegression,completeness,0.9643659769657921,0.8553257096643199
mushrooms_2,LogisticRegression,completeness,0.980944870747781,0.8783047973254298
mushrooms_3,LogisticRegression,completeness,0.9828786123002361,0.905032421169488
mushrooms_4,LogisticRegression,completeness,0.9908876115867341,0.8837439761669723
mushrooms_0,LogisticRegression,accuracy,0.9712574139976261,0.6481283962899703
mushrooms_1,LogisticRegression,accuracy,0.9809351991603581,0.6257251013045507
mushrooms_2,LogisticRegression,accuracy,0.9845298088172091,0.6077074340940589
mushrooms_3,LogisticRegression,accuracy,0.9914389941173971,0.6957876888674501
mushrooms_4,LogisticRegression,accuracy,0.996133397282223,0.768852972736665
mushrooms_0,KNN,completeness,0.9552458517484641,0.8731844669612139
mushrooms_1,KNN,completeness,0.9754107986198841,0.878626065498567
mushrooms_2,KNN,completeness,0.9878476570625001,0.9263980103129937
mushrooms_3,KNN,completeness,0.9941992730969951,0.9508327706765071
mushrooms_4,KNN,completeness,0.9961334004894741,0.9255991698074103
mushrooms_0,KNN,accuracy,0.512229592353179,0.7148536937859011
mushrooms_1,KNN,accuracy,0.734971300988266,0.7158274790160881
mushrooms_2,KNN,accuracy,0.7424057598814211,0.7218382633023354
mushrooms_3,KNN,accuracy,0.8739419189495671,0.7314977773439447
mushrooms_4,KNN,accuracy,0.8701194049461061,0.796356254600604
mushrooms_0,RandomForest,completeness,0.9560243628605751,0.8790791686591267
mushrooms_1,RandomForest,completeness,0.9737484449815521,0.8709331276047912
mushrooms_2,RandomForest,completeness,0.9814848437221171,0.9090513959235446
mushrooms_3,RandomForest,completeness,0.9950296478673221,0.9260078297125334
mushrooms_4,RandomForest,completeness,0.9988952822730541,0.9153129712612431
mushrooms_0,RandomForest,accuracy,0.9448361607068251,0.8326643500132621
mushrooms_1,RandomForest,accuracy,0.962659811514007,0.8391684310890445
mushrooms_2,RandomForest,accuracy,0.9715303043029321,0.8892845396992437
mushrooms_3,RandomForest,accuracy,0.9928179799136451,0.8654788222065807
mushrooms_4,RandomForest,accuracy,0.998619079860907,0.8899518563685322
mushrooms_0,AdaBoost,completeness,0.9466711827030663,0.9294300024564105
mushrooms_1,AdaBoost,completeness,0.9563329101746094,0.9403336106486045
mushrooms_2,AdaBoost,completeness,0.9754102659111392,0.95379238995701
mushrooms_3,AdaBoost,completeness,0.9867404343361365,0.972358920538384
mushrooms_4,AdaBoost,completeness,0.990605887406376,0.9650419128501565
mushrooms_0,AdaBoost,accuracy,0.9720881227518521,0.905868459159837
mushrooms_1,AdaBoost,accuracy,0.9665669565971744,0.9185210591383302
mushrooms_2,AdaBoost,accuracy,0.9795552486879772,0.8785789066913899
mushrooms_3,AdaBoost,accuracy,0.9853573901713888,0.924651838667042
mushrooms_4,AdaBoost,accuracy,0.993369428578003,0.9449248703092911
mushrooms_0,SVC,completeness,0.9333679169324797,0.7690685342047364
mushrooms_1,SVC,completeness,0.9695847225369991,0.7616802064755885
mushrooms_2,SVC,completeness,0.9831424636000958,0.7740421169526915
mushrooms_3,SVC,completeness,0.9933690354481477,0.8260785576376212
mushrooms_4,SVC,completeness,0.9961310952476446,0.783028707587869
mushrooms_0,SVC,accuracy,0.8366550024664041,0.6356647829101361
mushrooms_1,SVC,accuracy,0.891776026172346,0.5945333727816903
mushrooms_2,SVC,accuracy,0.9052639689209926,0.5248988504044296
mushrooms_3,SVC,accuracy,0.954475158382857,0.5939388717722425
mushrooms_4,SVC,accuracy,0.981481341382191,0.682190553721181
mv_0,DecisionTree,completeness,0.8032859911154856,0.9095310418327847
mv_1,DecisionTree,completeness,0.8555479433669563,0.8434836039024967
mv_2,DecisionTree,completeness,0.8925673403191724,0.919605880643952
mv_3,DecisionTree,completeness,0.9315809237658633,0.9074450455985666
mv_4,DecisionTree,completeness,0.9656626598821327,0.9259269814969903
mv_0,DecisionTree,accuracy,0.7967048208102311,0.7790977777492786
mv_1,DecisionTree,accuracy,0.845072586342093,0.8075338591310179
mv_2,DecisionTree,accuracy,0.893133697664443,0.8284308466611984
mv_3,DecisionTree,accuracy,0.9229515950200021,0.8892527573264125
mv_4,DecisionTree,accuracy,0.9574171503637893,0.9267045414155997
mv_0,LogisticRegression,completeness,0.789606895618474,0.9059127279647574
mv_1,LogisticRegression,completeness,0.8302654018287094,0.876179393246168
mv_2,LogisticRegression,completeness,0.8631022808567904,0.8847713979602615
mv_3,LogisticRegression,completeness,0.9030720570484323,0.8997701453521448
mv_4,LogisticRegression,completeness,0.9389523404623821,0.9246691234490819
mv_0,LogisticRegression,accuracy,0.6831073365691323,0.6491371153096054
mv_1,LogisticRegression,accuracy,0.7016441570133072,0.6507634334548225
mv_2,LogisticRegression,accuracy,0.7342083801940373,0.6393902567185114
mv_3,LogisticRegression,accuracy,0.7729324601210764,0.6402497575662837
mv_4,LogisticRegression,accuracy,0.8395331772698591,0.7077637435050593
mv_0,KNN,completeness,0.8107048807663134,0.9250380866849637
mv_1,KNN,completeness,0.8524961841829392,0.842213091864421
mv_2,KNN,completeness,0.894436673017366,0.958916462662353
mv_3,KNN,completeness,0.9287023635015722,0.9497714356994703
mv_4,KNN,completeness,0.9621613795459857,0.9612680578895972
mv_0,KNN,accuracy,0.673746432020718,0.6499106515298865
mv_1,KNN,accuracy,0.702801181222403,0.6944596463233225
mv_2,KNN,accuracy,0.7475985974824494,0.7336766012010604
mv_3,KNN,accuracy,0.8039217072500103,0.7815494114300838
mv_4,KNN,accuracy,0.88496093066555,0.8370215673238146
mv_0,RandomForest,completeness,0.8336621714252725,0.9204271482002329
mv_1,RandomForest,completeness,0.8743006496714542,0.8796960646657782
mv_2,RandomForest,completeness,0.9102525130101349,0.9318257784843087
mv_3,RandomForest,completeness,0.9475040293797732,0.9175575199713458
mv_4,RandomForest,completeness,0.9744403910862028,0.9372087158596504
mv_0,RandomForest,accuracy,0.8279818233938896,0.8239497536151903
mv_1,RandomForest,accuracy,0.8554766528977632,0.8533129816239665
mv_2,RandomForest,accuracy,0.8890999280158192,0.8841226915267019
mv_3,RandomForest,accuracy,0.9184950264321886,0.9206452642840118
mv_4,RandomForest,accuracy,0.9482874112086346,0.9586151757343762
mv_0,AdaBoost,completeness,0.8221742324153329,0.9446609141670048
mv_1,AdaBoost,completeness,0.8588320026708287,0.8850519384714921
mv_2,AdaBoost,completeness,0.8968874143776976,0.9676967021139499
mv_3,AdaBoost,completeness,0.9272671988090511,0.969259378715247
mv_4,AdaBoost,completeness,0.9586398971173867,0.9741701088739162
mv_0,AdaBoost,accuracy,0.8334492017121508,0.8399042095854451
mv_1,AdaBoost,accuracy,0.8623112994369719,0.8892397787949451
mv_2,AdaBoost,accuracy,0.890181977912458,0.8997440875319445
mv_3,AdaBoost,accuracy,0.9184186896690617,0.9366699318034788
mv_4,AdaBoost,accuracy,0.9543945732289524,0.9425139557599832
mv_0,SVC,completeness,0.5217643923489722,0.8043930184783117
mv_1,SVC,completeness,0.6513346219608791,0.8620190303551637
mv_2,SVC,completeness,0.7104917763434463,0.7701851492273304
mv_3,SVC,completeness,0.7902679932138449,0.8202826082603509
mv_4,SVC,completeness,0.8802071019281574,0.867870357823724
mv_0,SVC,accuracy,0.5970714223323877,0.5945595501025908
mv_1,SVC,accuracy,0.5704758126247934,0.6204035778780624
mv_2,SVC,accuracy,0.587795659855739,0.5538649549777687
mv_3,SVC,accuracy,0.5303406962998793,0.5759349580941553
mv_4,SVC,accuracy,0.46205688877450224,0.6437028459218936
nursery_0,DecisionTree,completeness,0.625108757855206,0.8413500792309357
nursery_1,DecisionTree,completeness,0.6868020304049617,0.8518513712124213
nursery_2,DecisionTree,completeness,0.7368272589545204,0.8979139900828202
nursery_3,DecisionTree,completeness,0.8099343149111405,0.9228982680104452
nursery_4,DecisionTree,completeness,0.8972614826691776,0.9155235962750201
nursery_0,DecisionTree,accuracy,0.6639387461349241,0.8094748085124899
nursery_1,DecisionTree,accuracy,0.7220377096804568,0.8132312978936815
nursery_2,DecisionTree,accuracy,0.7746164311720588,0.8437814874022329
nursery_3,DecisionTree,accuracy,0.8346325041679652,0.8584678162086862
nursery_4,DecisionTree,accuracy,0.910905385251145,0.8872655414144308
nursery_0,LogisticRegression,completeness,0.6611631096843866,0.9050716542321429
nursery_1,LogisticRegression,completeness,0.7344131860685249,0.8768641306044265
nursery_2,LogisticRegression,completeness,0.796469044205479,0.8761136280611347
nursery_3,LogisticRegression,completeness,0.8650532069619776,0.9070657494455449
nursery_4,LogisticRegression,completeness,0.9333171829981538,0.9065190342156575
nursery_0,LogisticRegression,accuracy,0.7624732099990151,0.6777860874756858
nursery_1,LogisticRegression,accuracy,0.7622171228686534,0.65032751106624
nursery_2,LogisticRegression,accuracy,0.7905641069604507,0.6443697371884133
nursery_3,LogisticRegression,accuracy,0.8321368263702268,0.7051920592853606
nursery_4,LogisticRegression,accuracy,0.9052882563810118,0.8363762011724232
nursery_0,KNN,completeness,0.6099635890135799,0.8697359525111167
nursery_1,KNN,completeness,0.6658738123566191,0.8809162069768622
nursery_2,KNN,completeness,0.7246417820856033,0.932002961100844
nursery_3,KNN,completeness,0.7804335617864815,0.9593329906017825
nursery_4,KNN,completeness,0.8621613525366932,0.9479547390205108
nursery_0,KNN,accuracy,0.5492555701042967,0.7006134027837029
nursery_1,KNN,accuracy,0.6158677101227876,0.7005002137134692
nursery_2,KNN,accuracy,0.6541383735570847,0.7496114729589601
nursery_3,KNN,accuracy,0.7060181919586904,0.7366657070847676
nursery_4,KNN,accuracy,0.8337195173314369,0.7260653097421741
nursery_0,RandomForest,completeness,0.6834843997873926,0.8633347426361733
nursery_1,RandomForest,completeness,0.7519358756440968,0.8692546506238316
nursery_2,RandomForest,completeness,0.8075312005000668,0.9112139018556935
nursery_3,RandomForest,completeness,0.8666999866061109,0.9334547973477834
nursery_4,RandomForest,completeness,0.9358132884121716,0.9302324578390847
nursery_0,RandomForest,accuracy,0.5835163478257471,0.8461182810149749
nursery_1,RandomForest,accuracy,0.6947984281628479,0.8533259387676831
nursery_2,RandomForest,accuracy,0.7151719667239376,0.8940283980082491
nursery_3,RandomForest,accuracy,0.8208762432399962,0.8843210148020118
nursery_4,RandomForest,accuracy,0.8916058197359686,0.8887386485207699
nursery_0,AdaBoost,completeness,0.6276682905711223,0.8802843669733471
nursery_1,AdaBoost,completeness,0.7490259734472411,0.9383633530233565
nursery_2,AdaBoost,completeness,0.6780561458116042,0.9605191951842981
nursery_3,AdaBoost,completeness,0.6887032085757744,0.9755641053875458
nursery_4,AdaBoost,completeness,0.7470612029523069,0.9731982136182736
nursery_0,AdaBoost,accuracy,0.5734734543458083,0.8986079633037939
nursery_1,AdaBoost,accuracy,0.5758800665195764,0.9113225694532068
nursery_2,AdaBoost,accuracy,0.7538429249074499,0.9171993112621746
nursery_3,AdaBoost,accuracy,0.5211742146946408,0.9286064716836943
nursery_4,AdaBoost,accuracy,0.6748330401751943,0.9534462803111433
nursery_0,SVC,completeness,0.4559789872704689,0.8768878086703359
nursery_1,SVC,completeness,0.5928873115285769,0.8250954741228868
nursery_2,SVC,completeness,0.6651143571869902,0.7535239368088561
nursery_3,SVC,completeness,0.7739716279116202,0.8206973650900826
nursery_4,SVC,completeness,0.8629656600737209,0.8313330225727785
nursery_0,SVC,accuracy,0.3495977962841282,0.6842535986556861
nursery_1,SVC,accuracy,0.3868217398432454,0.6429805195575227
nursery_2,SVC,accuracy,0.3737016080774652,0.5819504627464733
nursery_3,SVC,accuracy,0.37123050666310364,0.6055256364120872
nursery_4,SVC,accuracy,0.212307407309711,0.7379676054649458
phoneme_0,DecisionTree,completeness,0.856640775194512,0.8726632893521218
phoneme_1,DecisionTree,completeness,0.8737974183021219,0.9027003119507294
phoneme_2,DecisionTree,completeness,0.8980248409615599,0.8970528204913583
phoneme_3,DecisionTree,completeness,0.9243190667397363,0.9250490592746284
phoneme_4,DecisionTree,completeness,0.9617992504125833,0.9285777020198828
phoneme_0,DecisionTree,accuracy,0.7995657994728614,0.8177861690019308
phoneme_1,DecisionTree,accuracy,0.8410758921927025,0.8123982905455048
phoneme_2,DecisionTree,accuracy,0.8620367904321817,0.8142833415547639
phoneme_3,DecisionTree,accuracy,0.8940915428671535,0.8564484928314448
phoneme_4,DecisionTree,accuracy,0.9195961085353499,0.9206835548017659
phoneme_0,LogisticRegression,completeness,0.9008964937110902,0.8907422110747154
phoneme_1,LogisticRegression,completeness,0.9412150806343815,0.9053722533485677
phoneme_2,LogisticRegression,completeness,0.9478600818879752,0.8808404117472767
phoneme_3,LogisticRegression,completeness,0.9706508084097492,0.9060222884961283
phoneme_4,LogisticRegression,completeness,0.983963245836394,0.9071649057767549
phoneme_0,LogisticRegression,accuracy,0.7674081505552729,0.6216672046187065
phoneme_1,LogisticRegression,accuracy,0.7951523557065459,0.6064193617198785
phoneme_2,LogisticRegression,accuracy,0.7824288354757606,0.5685875946889091
phoneme_3,LogisticRegression,accuracy,0.7880230700044717,0.5704024754526273
phoneme_4,LogisticRegression,accuracy,0.8093352239873913,0.7276685058456029
phoneme_0,KNN,completeness,0.8712471062999996,0.8924423516433223
phoneme_1,KNN,completeness,0.8969135484036135,0.913653091665953
phoneme_2,KNN,completeness,0.9121993476425311,0.935943304505224
phoneme_3,KNN,completeness,0.9260585662139981,0.9594900091241471
phoneme_4,KNN,completeness,0.9650748432506111,0.9603897392570168
phoneme_0,KNN,accuracy,0.7468140645685479,0.6636302072570065
phoneme_1,KNN,accuracy,0.7863398313181151,0.6653109345832865
phoneme_2,KNN,accuracy,0.8381594817465086,0.6964562509267036
phoneme_3,KNN,accuracy,0.862125628203914,0.7184088858885275
phoneme_4,KNN,accuracy,0.9228522518184301,0.8346483072478809
phoneme_0,RandomForest,completeness,0.8509365742147268,0.8919056795816995
phoneme_1,RandomForest,completeness,0.8891205577054502,0.9315865716052238
phoneme_2,RandomForest,completeness,0.9072509865116906,0.9230712839310635
phoneme_3,RandomForest,completeness,0.9403536550711272,0.944414242209105
phoneme_4,RandomForest,completeness,0.980807901521656,0.9445068774916192
phoneme_0,RandomForest,accuracy,0.8261693105887867,0.865664203494459
phoneme_1,RandomForest,accuracy,0.8636800470564953,0.8689462017743009
phoneme_2,RandomForest,accuracy,0.8877490737221858,0.8794964393623365
phoneme_3,RandomForest,accuracy,0.9171490934727131,0.9073589720063513
phoneme_4,RandomForest,accuracy,0.9657658976036015,0.9453625187925053
phoneme_0,AdaBoost,completeness,0.9249042999544678,0.9061932730682634
phoneme_1,AdaBoost,completeness,0.9507680925786048,0.8641463435985572
phoneme_2,AdaBoost,completeness,0.9595859589005936,0.949659852947393
phoneme_3,AdaBoost,completeness,0.9670738611189807,0.9095558012291111
phoneme_4,AdaBoost,completeness,0.9886056707520908,0.9384037021033349
phoneme_0,AdaBoost,accuracy,0.906249408152146,0.8509400859685969
phoneme_1,AdaBoost,accuracy,0.9443512674289578,0.8545058022280996
phoneme_2,AdaBoost,accuracy,0.9580517585844248,0.8498090249657
phoneme_3,AdaBoost,accuracy,0.9620147805582288,0.8608753214939036
phoneme_4,AdaBoost,accuracy,0.987576741589954,0.9766220539403448
phoneme_0,SVC,completeness,0.8279330037088032,0.8421853758027379
phoneme_1,SVC,completeness,0.8376026726716367,0.8156221222170148
phoneme_2,SVC,completeness,0.9895256717011105,0.7698273355347753
phoneme_3,SVC,completeness,1.02717050774412,0.8206943802094943
phoneme_4,SVC,completeness,1.0802469654984885,0.8264379608883682
phoneme_0,SVC,accuracy,0.8982133030122782,0.5148809721662136
phoneme_1,SVC,accuracy,0.9087918592680121,0.5038189930092402
phoneme_2,SVC,accuracy,0.85889732113141,0.45997658955850584
phoneme_3,SVC,accuracy,0.7500199744016427,0.490467300465604
phoneme_4,SVC,accuracy,0.712455906543273,0.6618851323213208
ringnorm_0,DecisionTree,completeness,0.9377545740681397,0.9003947399232574
ringnorm_1,DecisionTree,completeness,0.9600585698076453,0.8953473070943819
ringnorm_2,DecisionTree,completeness,0.96434874458882,0.8740632428071636
ringnorm_3,DecisionTree,completeness,0.9740888789045121,0.9229689122874323
ringnorm_4,DecisionTree,completeness,1.0001846718201222,0.8825087612888971
ringnorm_0,DecisionTree,accuracy,0.7085361311349654,0.8350563513234739
ringnorm_1,DecisionTree,accuracy,0.7407648773099803,0.846382296272809
ringnorm_2,DecisionTree,accuracy,0.7897079603530964,0.8428937609132156
ringnorm_3,DecisionTree,accuracy,0.8385361617574238,0.8675650230075675
ringnorm_4,DecisionTree,accuracy,0.8865226605880695,0.9060115844764106
ringnorm_0,LogisticRegression,completeness,0.9284011302881955,0.901390471273268
ringnorm_1,LogisticRegression,completeness,0.9447880260622051,0.8951376765939832
ringnorm_2,LogisticRegression,completeness,0.957002672243144,0.8770831951816065
ringnorm_3,LogisticRegression,completeness,0.9724805557497295,0.9301939863515101
ringnorm_4,LogisticRegression,completeness,0.9945143580556994,0.8776966527714022
ringnorm_0,LogisticRegression,accuracy,0.6715575437144332,0.6311221182697366
ringnorm_1,LogisticRegression,accuracy,0.693263059644169,0.633381209803934
ringnorm_2,LogisticRegression,accuracy,0.6824465320647898,0.6086939258578022
ringnorm_3,LogisticRegression,accuracy,0.6924038879157393,0.5720903261128711
ringnorm_4,LogisticRegression,accuracy,0.7677696521318538,0.6628410091688922
ringnorm_0,KNN,completeness,1.0945937486004338,0.9035761989300284
ringnorm_1,KNN,completeness,1.0688991091424624,0.9096941418002602
ringnorm_2,KNN,completeness,1.0433590999249909,0.8889834382736056
ringnorm_3,KNN,completeness,1.0175242665619906,0.9284085610479057
ringnorm_4,KNN,completeness,1.0045553148235347,0.8966273786726361
ringnorm_0,KNN,accuracy,0.7356926801357675,0.6850976641934307
ringnorm_1,KNN,accuracy,0.7581399213961321,0.6883198352256469
ringnorm_2,KNN,accuracy,0.7296263529838243,0.7125245375665443
ringnorm_3,KNN,accuracy,0.7510258855308426,0.7316569155332944
ringnorm_4,KNN,accuracy,0.7785278559714883,0.7960078005061918
ringnorm_0,RandomForest,completeness,0.9232296630362277,0.9169999805117105
ringnorm_1,RandomForest,completeness,0.9427851864445743,0.9233853120375716
ringnorm_2,RandomForest,completeness,0.960253383152103,0.9064409546513843
ringnorm_3,RandomForest,completeness,0.9777319702427895,0.9490006832557949
ringnorm_4,RandomForest,completeness,0.9972940820644652,0.9105842183995454
ringnorm_0,RandomForest,accuracy,0.8162548741598256,0.8612312919783373
ringnorm_1,RandomForest,accuracy,0.8569511082772504,0.8712135204216296
ringnorm_2,RandomForest,accuracy,0.8946131267020146,0.8822043842661096
ringnorm_3,RandomForest,accuracy,0.9384826009765547,0.9115104291062384
ringnorm_4,RandomForest,accuracy,0.9599361569365026,0.9424735122055667
ringnorm_0,AdaBoost,completeness,0.9317828267983352,0.9127939064398138
ringnorm_1,AdaBoost,completeness,0.9486631586749495,0.9509689719978451
ringnorm_2,AdaBoost,completeness,0.9663685012395863,0.947824794021656
ringnorm_3,AdaBoost,completeness,0.9760661427176054,0.9049916159042795
ringnorm_4,AdaBoost,completeness,0.9937480788345783,0.9565302869165258
ringnorm_0,AdaBoost,accuracy,0.8332398500710589,0.8888970365566765
ringnorm_1,AdaBoost,accuracy,0.867170389625795,0.8858101349135963
ringnorm_2,AdaBoost,accuracy,0.9030059818622841,0.8728726856482654
ringnorm_3,AdaBoost,accuracy,0.9290069140735275,0.864371780010292
ringnorm_4,AdaBoost,accuracy,0.955122800753812,0.9088825289424598
ringnorm_0,SVC,completeness,0.9264749302784782,0.7869181186834535
ringnorm_1,SVC,completeness,0.9455180913941104,0.8003176530251492
ringnorm_2,SVC,completeness,0.9670172655958204,0.7661066507707467
ringnorm_3,SVC,completeness,0.9831979643150133,0.8710171788154633
ringnorm_4,SVC,completeness,0.9923601564371387,0.7728655953674247
ringnorm_0,SVC,accuracy,0.5207056554596642,0.5882889856144302
ringnorm_1,SVC,accuracy,0.5276318715684072,0.58754435973923
ringnorm_2,SVC,accuracy,0.5247682362905557,0.5647198222563564
ringnorm_3,SVC,accuracy,0.5508314073541368,0.5008977586380673
ringnorm_4,SVC,accuracy,0.5474311243579525,0.5830693127080636
Run_or_walk_information_0,DecisionTree,completeness,0.8391849621278895,0.8791128026762066
Run_or_walk_information_1,DecisionTree,completeness,0.8832159012603258,0.8985107751245642
Run_or_walk_information_2,DecisionTree,completeness,0.9199876007595954,0.892554478520271
Run_or_walk_information_3,DecisionTree,completeness,0.9526676233749939,0.9253330283774895
Run_or_walk_information_4,DecisionTree,completeness,0.9781250221425043,0.9350264594066164
Run_or_walk_information_0,DecisionTree,accuracy,0.8512165707109289,0.8075819026319577
Run_or_walk_information_1,DecisionTree,accuracy,0.8900317870622166,0.7966955756173215
Run_or_walk_information_2,DecisionTree,accuracy,0.9242342336533155,0.8298083301769633
Run_or_walk_information_3,DecisionTree,accuracy,0.9520349902646154,0.8564484928314448
Run_or_walk_information_4,DecisionTree,accuracy,0.9788540633058587,0.9135713212343342
Run_or_walk_information_0,LogisticRegression,completeness,0.8893326641320652,0.8832195729255217
Run_or_walk_information_1,LogisticRegression,completeness,0.9068642643384898,0.8895557882120027
Run_or_walk_information_2,LogisticRegression,completeness,0.9359406589018711,0.8797752536278154
Run_or_walk_information_3,LogisticRegression,completeness,0.9664897096164421,0.9323084637259829
Run_or_walk_information_4,LogisticRegression,completeness,0.9748284517159927,0.9441109716103747
Run_or_walk_information_0,LogisticRegression,accuracy,0.7266028417906177,0.6132839655321833
Run_or_walk_information_1,LogisticRegression,accuracy,0.7720615898533499,0.5902890909980297
Run_or_walk_information_2,LogisticRegression,accuracy,0.807633393451776,0.6179457701946113
Run_or_walk_information_3,LogisticRegression,accuracy,0.8607472467504999,0.5704024754526272
Run_or_walk_information_4,LogisticRegression,accuracy,0.8980830112082455,0.6822613160340563
Run_or_walk_information_0,KNN,completeness,0.8522902203695836,0.8993649734585004
Run_or_walk_information_1,KNN,completeness,0.8885630096549116,0.9403198672482268
Run_or_walk_information_2,KNN,completeness,0.9189279563736414,0.9348505201895404
Run_or_walk_information_3,KNN,completeness,0.9483400459336174,0.9592830695094868
Run_or_walk_information_4,KNN,completeness,0.9729017026039688,0.9551639110996436
Run_or_walk_information_0,KNN,accuracy,0.5978006163367284,0.7092314050485913
Run_or_walk_information_1,KNN,accuracy,0.6505849953964624,0.6988645496308832
Run_or_walk_information_2,KNN,accuracy,0.7144804243204091,0.7235025548218371
Run_or_walk_information_3,KNN,accuracy,0.7955388092280222,0.7184088858885277
Run_or_walk_information_4,KNN,accuracy,0.8865657056750351,0.8232866338691586
Run_or_walk_information_0,RandomForest,completeness,0.8765055198262958,0.8966575702701325
Run_or_walk_information_1,RandomForest,completeness,0.9151127083897218,0.9156096259117262
Run_or_walk_information_2,RandomForest,completeness,0.9434340003513674,0.9112002399408554
Run_or_walk_information_3,RandomForest,completeness,0.9676371218616677,0.9412257136060742
Run_or_walk_information_4,RandomForest,completeness,0.9856782512374075,0.9503671281915845
Run_or_walk_information_0,RandomForest,accuracy,0.859785368347993,0.8602150026540851
Run_or_walk_information_1,RandomForest,accuracy,0.9001427338404684,0.8585147995378971
Run_or_walk_information_2,RandomForest,accuracy,0.9326198350728249,0.880319367714965
Run_or_walk_information_3,RandomForest,accuracy,0.9593634127662379,0.9073589720063514
Run_or_walk_information_4,RandomForest,accuracy,0.9815217089464856,0.9581094048365294
Run_or_walk_information_0,AdaBoost,completeness,0.862008296602753,0.918602800359443
Run_or_walk_information_1,AdaBoost,completeness,0.9009220057213991,0.9597944515852735
Run_or_walk_information_2,AdaBoost,completeness,0.9287251771728198,0.9609831382820311
Run_or_walk_information_3,AdaBoost,completeness,0.9560146677701027,0.9086112977895346
Run_or_walk_information_4,AdaBoost,completeness,0.9800212677315663,0.9113752114935415
Run_or_walk_information_0,AdaBoost,accuracy,0.8511344629163304,0.8909218198292107
Run_or_walk_information_1,AdaBoost,accuracy,0.893015960355814,0.8867849951031388
Run_or_walk_information_2,AdaBoost,accuracy,0.9264765448328912,0.8933871564631976
Run_or_walk_information_3,AdaBoost,accuracy,0.9505938697272055,0.8608753214939034
Run_or_walk_information_4,AdaBoost,accuracy,0.9760995854649159,0.936708148108969
Run_or_walk_information_0,SVC,completeness,0.6936230851588401,0.8007499084510511
Run_or_walk_information_1,SVC,completeness,0.944083345518832,0.7929045997987458
Run_or_walk_information_2,SVC,completeness,0.8766963145457555,0.7720449907864396
Run_or_walk_information_3,SVC,completeness,0.9171508026111945,0.892065458397357
Run_or_walk_information_4,SVC,completeness,1.0078794439800793,0.913740095588662
Run_or_walk_information_0,SVC,accuracy,0.6811970833382279,0.5532121953714021
Run_or_walk_information_1,SVC,accuracy,0.7044618091812117,0.530444369488715
Run_or_walk_information_2,SVC,accuracy,0.6322819192233311,0.5503033291905101
Run_or_walk_information_3,SVC,accuracy,0.7771665855970916,0.490467300465604
